Text,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,DayOfWeek,TimePeriod,CleanedText,ComputedSentiment,ExtractedHashtags
"Soul-crushing disappointment, hopes shattered like fragile glass. ",2019-10-08 18:30:00, ShatteredHopes  ,Twitter, #Disappointment #CrushedHopes          ,20.0,40.0,Spain,2019,10,8,18,Tuesday,Evening,soulcrushing disappointment hopes shattered like fragile glass,Negative,"['#Disappointment', '#CrushedHopes']"
"Painful echoes of a love once cherished, now lost in the abyss of time. ",2016-11-22 09:45:00, AbyssOfTime     ,Facebook, #LostLove #PainfulEchoes               ,22.0,45.0,Netherlands,2016,11,22,9,Tuesday,Morning,painful echoes of a love once cherished now lost in the abyss of time,Neutral,"['#LostLove', '#PainfulEchoes']"
"Heartache deepens, a solitary journey through the abyss of despair. ",2022-08-18 22:00:00, SolitaryDescent ,Instagram, #Despair #AbyssOfHeartache             ,40.0,80.0,South Africa,2022,8,18,22,Thursday,Evening,heartache deepens a solitary journey through the abyss of despair,Neutral,"['#Despair', '#AbyssOfHeartache']"
"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",2017-03-12 23:30:00, SerenadeOfSolitude ,Twitter, #Melancholy #QuietSerenade             ,18.0,35.0,Uk,2017,3,12,23,Sunday,Evening,melancholy lingers a bittersweet serenade in the quietude of solitude,Neutral,"['#Melancholy', '#QuietSerenade']"
"Bitterness like a poison, seeping into every crevice of the wounded heart. ",2015-12-15 16:15:00, PoisonedHeart   ,Facebook, #Bitterness #WoundedHeart              ,25.0,50.0,Australia,2015,12,15,16,Tuesday,Afternoon,bitterness like a poison seeping into every crevice of the wounded heart,Neutral,"['#Bitterness', '#WoundedHeart']"
"Emotional exhaustion, the weight of the world crushing weary shoulders. ",2021-09-05 13:30:00, WearySoulCrushed ,Instagram, #Exhaustion #CrushedSpirit             ,35.0,70.0,Canada,2021,9,5,13,Sunday,Afternoon,emotional exhaustion the weight of the world crushing weary shoulders,Positive,"['#Exhaustion', '#CrushedSpirit']"
"Sorrowful echoes, a symphony of pain played by the strings of loss. ",2018-05-22 20:45:00, StringsOfSorrow ,Twitter, #Sorrow #SymphonyOfLoss                ,18.0,35.0,Germany,2018,5,22,20,Tuesday,Evening,sorrowful echoes a symphony of pain played by the strings of loss,Neutral,"['#Sorrow', '#SymphonyOfLoss']"
"Darkness descends, engulfing the soul in the shadows of despair.  ",2016-07-10 18:20:00, SoulInShadow    ,Facebook, #Darkness #SoulEngulfed                 ,28.0,55.0,Usa,2016,7,10,18,Sunday,Evening,darkness descends engulfing the soul in the shadows of despair,Neutral,"['#Darkness', '#SoulEngulfed']"
"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",2019-04-30 14:00:00, WhisperedDespair ,Instagram, #Desperation #GlimmerOfHope            ,22.0,45.0,France,2019,4,30,14,Tuesday,Afternoon,desperation whispers the silent plea for a glimmer of hope in the abyss,Neutral,"['#Desperation', '#GlimmerOfHope']"
"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",2022-01-08 11:30:00, DreamsInWind    ,Twitter, #Ruins #ShatteredDreams                ,20.0,40.0,Brazil,2022,1,8,11,Saturday,Morning,heart in ruins the remnants of shattered dreams scattered in the wind,Negative,"['#Ruins', '#ShatteredDreams']"
"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",2017-09-10 19:15:00, DreamEchoes ,Twitter, #Desolation #ScatteredHope ,20.0,40.0,Australia,2017,9,10,19,Sunday,Evening,shattered by the echoes of a shattered dream fragments of hope scattered,Neutral,"['#Desolation', '#ScatteredHope']"
"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",2022-04-18 11:30:00, RemorseWalker ,Instagram, #Regret #PathOfRemorse ,25.0,50.0,Canada,2022,4,18,11,Monday,Morning,avoiding the thorns of regret walking barefoot on the path of remorse,Neutral,"['#Regret', '#PathOfRemorse']"
"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",2018-12-05 21:45:00, JoyLabyrinth ,Facebook, #Grief #LostJoyFootsteps ,18.0,35.0,Usa,2018,12,5,21,Wednesday,Evening,in the labyrinth of grief the walls echo with the footsteps of lost joy,Neutral,"['#Grief', '#LostJoyFootsteps']"
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",2016-06-28 14:20:00, SolitudeSeas ,Twitter, #Loneliness #CrashingWaves ,22.0,45.0,Uk,2016,6,28,14,Tuesday,Afternoon,a soul adrift in the sea of solitude waves of loneliness crashing relentlessly,Neutral,"['#Loneliness', '#CrashingWaves']"
"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",2019-10-22 17:00:00, PalateStainer ,Instagram, #Bitterness #StainedTrust ,15.0,30.0,Germany,2019,10,22,17,Tuesday,Evening,the bitterness of betrayal a taste that lingers staining the palate of trust,Neutral,"['#Bitterness', '#StainedTrust']"
"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",2021-03-15 22:45:00, HopeRuins ,Facebook, #Desolation #WhisperedLoss ,28.0,55.0,Brazil,2021,3,15,22,Monday,Evening,in the ruins of hope echoes of shattered dreams whisper tales of loss,Negative,"['#Desolation', '#WhisperedLoss']"
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",2017-08-10 19:30:00, OceanSinker ,Twitter, #Heartbreak #RippleOfDespair ,22.0,45.0,France,2017,8,10,19,Thursday,Evening,sinking like a stone in the ocean of heartbreak each ripple a sigh of despair,Neutral,"['#Heartbreak', '#RippleOfDespair']"
"Tears, the ink staining the pages of a journal, a testament to silent grief. ",2023-01-28 14:30:00, InkJournalist ,Instagram, #Grief #SilentTears ,30.0,60.0,India,2023,1,28,14,Saturday,Afternoon,tears the ink staining the pages of a journal a testament to silent grief,Negative,"['#Grief', '#SilentTears']"
"In the wasteland of lost trust, the echoes of broken promises reverberate. ",2016-12-12 10:00:00, TrustWasteland ,Facebook, #Betrayal #ReverberatingPromises ,25.0,50.0,Italy,2016,12,12,10,Monday,Morning,in the wasteland of lost trust the echoes of broken promises reverberate,Negative,"['#Betrayal', '#ReverberatingPromises']"
"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",2020-07-18 15:15:00, DreamTightrope ,Twitter, #Resilience #TightropeWalk ,35.0,70.0,Japan,2020,7,18,15,Saturday,Afternoon,avoiding the shards of shattered dreams walking the tightrope of resilience,Neutral,"['#Resilience', '#TightropeWalk']"
"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",2022-05-20 20:30:00, EchoedLaughter ,Instagram, #Isolation #SilentSolitude ,30.0,60.0,South Africa,2022,5,20,20,Friday,Evening,suffocating in the silence of solitude where echoes of laughter once thrived,Negative,"['#Isolation', '#SilentSolitude']"
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",2019-11-08 14:45:00, PossibilityGhost ,Twitter, #Regret #FadingPossibilities ,18.0,35.0,Spain,2019,11,8,14,Friday,Afternoon,haunted by the specter of lost possibilities a ghost that refuses to fade away,Neutral,"['#Regret', '#FadingPossibilities']"
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",2017-03-28 22:00:00, EndlessLabyrinth ,Facebook, #Despair #EndlessReverberation ,28.0,55.0,Australia,2017,3,28,22,Tuesday,Evening,in the labyrinth of despair the echoes of a broken heart reverberate endlessly,Negative,"['#Despair', '#EndlessReverberation']"
"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",2020-09-15 18:15:00, RiverOfSorrow ,Instagram, #Sorrow #AutumnLeaves ,22.0,45.0,Canada,2020,9,15,18,Tuesday,Evening,sinking like autumn leaves in the river of sorrow carried away by the current,Neutral,"['#Sorrow', '#AutumnLeaves']"
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",2018-06-10 13:30:00, DreamGardener ,Twitter, #Desolation #ShatteredHopes ,20.0,40.0,Uk,2018,6,10,13,Sunday,Afternoon,in the garden of broken dreams petals fall a silent testimony to shattered hopes,Negative,"['#Desolation', '#ShatteredHopes']"
"Tears, the currency of grief, spent in the marketplace of lost love and longing. ",2016-12-22 21:45:00, CurrencyOfTears ,Facebook, #Grief #LostLoveLonging ,25.0,50.0,Usa,2016,12,22,21,Thursday,Evening,tears the currency of grief spent in the marketplace of lost love and longing,Negative,"['#Grief', '#LostLoveLonging']"
"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",2021-01-05 16:20:00, MazeWanderer ,Instagram, #Betrayal #ClosingWalls ,15.0,30.0,Germany,2021,1,5,16,Tuesday,Afternoon,wandering in the maze of betrayal the walls closing in with every wrong turn,Negative,"['#Betrayal', '#ClosingWalls']"
"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ",2019-04-18 11:00:00, StormSeeker ,Twitter, #Heartbreak #CalmAfterStorm ,22.0,45.0,Brazil,2019,4,18,11,Thursday,Morning,a soul weathered by the storm of heartbreak seeking refuge in the calm after,Positive,"['#Heartbreak', '#CalmAfterStorm']"
"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ",2017-08-28 19:30:00, TapestrySorrow ,Facebook, #Despair #UnraveledHope ,18.0,35.0,India,2017,8,28,19,Monday,Evening,in the tapestry of despair threads of hope unravel leaving a portrait of sorrow,Neutral,"['#Despair', '#UnraveledHope']"
"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",2023-02-10 14:30:00, WitheredRose ,Instagram, #Loss #SilentSurrender ,28.0,55.0,France,2023,2,10,14,Friday,Afternoon,like a withered rose in the garden of love petals fall a silent surrender to time,Positive,"['#Loss', '#SilentSurrender']"
"In the void of heartache, echoes of a love song play, each note a pang of longing. ",2022-07-10 22:15:00, LoveSongEcho ,Instagram, #Heartache #LoveSongLonging ,30.0,60.0,Japan,2022,7,10,22,Sunday,Evening,in the void of heartache echoes of a love song play each note a pang of longing,Positive,"['#Heartache', '#LoveSongLonging']"
"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ",2019-05-15 21:30:00, MoonlitMemories ,Twitter, #Nostalgia #CherishedMemories ,18.0,35.0,Italy,2019,5,15,21,Wednesday,Evening,nostalgia a bittersweet dance in the moonlit ballroom of cherished memories,Neutral,"['#Nostalgia', '#CherishedMemories']"
"In the symphony of grief, each tear is a note, composing a melancholic melody. ",2018-11-28 14:00:00, SymphonyOfTears ,Facebook, #Grief #MelancholicMelody ,22.0,45.0,Germany,2018,11,28,14,Wednesday,Afternoon,in the symphony of grief each tear is a note composing a melancholic melody,Negative,"['#Grief', '#MelancholicMelody']"
"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ",2021-03-02 17:45:00, VenomousGarden ,Instagram, #Betrayal #PoisonedTrust ,25.0,50.0,Canada,2021,3,2,17,Tuesday,Evening,betrayal a venomous serpent slithering through the garden of trust poisoning roots,Neutral,"['#Betrayal', '#PoisonedTrust']"
"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",2016-10-18 19:30:00, QuicksandFighter ,Twitter, #Despair #DeepDescent ,20.0,40.0,Usa,2016,10,18,19,Tuesday,Evening,sinking in the quicksand of despair the harder you fight the deeper you descend,Neutral,"['#Despair', '#DeepDescent']"
"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ",2020-08-15 12:30:00, DreamCemetery ,Facebook, #Desolation #UntoldSorrows ,28.0,55.0,France,2020,8,15,12,Saturday,Afternoon,wandering through the cemetery of lost dreams tombstones marking untold sorrows,Neutral,"['#Desolation', '#UntoldSorrows']"
"Swept away by the river of regret, the currents of the past refusing to release. ",2017-04-28 16:20:00, RegretRiver ,Instagram, #Regret #PastCurrents ,18.0,35.0,Uk,2017,4,28,16,Friday,Afternoon,swept away by the river of regret the currents of the past refusing to release,Negative,"['#Regret', '#PastCurrents']"
"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ",2019-09-10 21:00:00, HeartAttic ,Twitter, #Loss #ForgottenLove ,22.0,45.0,Australia,2019,9,10,21,Tuesday,Evening,whispers of lost love linger in the attic of the heart forgotten but not erased,Positive,"['#Loss', '#ForgottenLove']"
"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ",2022-01-28 13:45:00, PromiseGallery ,Facebook, #Betrayal #ShatteredVows ,15.0,30.0,Brazil,2022,1,28,13,Friday,Afternoon,in the gallery of broken promises each shattered vow framed a painful exhibition,Negative,"['#Betrayal', '#ShatteredVows']"
"The echoes of solitude, a silent conversation between a soul and its shadows. ",2016-06-15 22:30:00, EchoedConversation ,Instagram, #Solitude #ShadowConversation ,30.0,60.0,Spain,2016,6,15,22,Wednesday,Evening,the echoes of solitude a silent conversation between a soul and its shadows,Neutral,"['#Solitude', '#ShadowConversation']"
"Dancing on sunshine, each step a celebration of the joy found in simple moments. ",2021-08-20 15:45:00, SunshineDancer ,Instagram, #Joy #SimpleMoments ,40.0,80.0,Usa,2021,8,20,15,Friday,Afternoon,dancing on sunshine each step a celebration of the joy found in simple moments,Positive,"['#Joy', '#SimpleMoments']"
"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ",2018-04-12 18:30:00, EchoedLaughter ,Twitter, #Happiness #SpiritLifter ,35.0,70.0,Canada,2018,4,12,18,Thursday,Evening,laughter echoes in the air a chorus of happiness that lifts the spirit higher,Positive,"['#Happiness', '#SpiritLifter']"
"In the garden of contentment, each bloom whispers tales of inner peace and joy. ",2022-02-15 12:20:00, GardenOfJoy ,Facebook, #Contentment #InnerPeace ,25.0,50.0,Uk,2022,2,15,12,Tuesday,Afternoon,in the garden of contentment each bloom whispers tales of inner peace and joy,Positive,"['#Contentment', '#InnerPeace']"
"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ",2019-10-28 14:15:00, DreamChaser ,Instagram, #Enthusiasm #HopefulJourney ,30.0,60.0,Australia,2019,10,28,14,Monday,Afternoon,chasing dreams under the vibrant sky a journey fueled by hope and enthusiasm,Positive,"['#Enthusiasm', '#HopefulJourney']"
"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ",2017-12-22 21:00:00, StarSerenader ,Twitter, #Gratitude #ThankfulMelody ,22.0,45.0,India,2017,12,22,21,Friday,Evening,serenading the stars with a heart full of gratitude a melody of thankfulness,Positive,"['#Gratitude', '#ThankfulMelody']"
"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ",2020-06-10 17:30:00, GlowAchiever ,Facebook, #Accomplishment #HappinessMilestone ,28.0,55.0,Germany,2020,6,10,17,Wednesday,Evening,basking in the glow of accomplishment each milestone a stepping stone to happiness,Positive,"['#Accomplishment', '#HappinessMilestone']"
"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ",2016-09-18 19:45:00, DanceHarmony ,Instagram, #Positivity #SoulUpliftment ,18.0,35.0,France,2016,9,18,19,Sunday,Evening,in the dance of positivity every step is a rhythm uplifting the soul in harmony,Neutral,"['#Positivity', '#SoulUpliftment']"
"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ",2023-03-10 14:30:00, LaughterCup ,Twitter, #Joy #CherishedMoment ,20.0,40.0,Japan,2023,3,10,14,Friday,Afternoon,overflowing with joy a cup of laughter shared with friends a moment cherished,Positive,"['#Joy', '#CherishedMoment']"
"Draped in the warmth of kindness, a quilt of compassion stitched with love. ",2019-05-05 12:15:00, QuiltedCompassion ,Facebook, #Kindness #LoveStitches ,25.0,50.0,Brazil,2019,5,5,12,Sunday,Afternoon,draped in the warmth of kindness a quilt of compassion stitched with love,Positive,"['#Kindness', '#LoveStitches']"
"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ",2018-08-28 16:00:00, FriendshipGarden ,Instagram, #Friendship #CamaraderieBlooms ,30.0,60.0,South Africa,2018,8,28,16,Tuesday,Afternoon,in the garden of friendships each bloom a testament to the beauty of camaraderie,Neutral,"['#Friendship', '#CamaraderieBlooms']"
"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ",2022-11-15 20:45:00, MelodyOfLove ,Twitter, #Love #RhythmOfAffection ,35.0,70.0,Usa,2022,11,15,20,Tuesday,Evening,in the embrace of love each heartbeat is a melody dancing to the rhythm of affection,Positive,"['#Love', '#RhythmOfAffection']"
"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ",2019-07-02 17:00:00, ColorfulLaughter ,Instagram, #Joy #EndlessSmiles ,40.0,80.0,Canada,2019,7,2,17,Tuesday,Evening,surrounded by the colors of joy a canvas painted with laughter and endless smiles,Positive,"['#Joy', '#EndlessSmiles']"
"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ",2021-04-18 14:20:00, SymphonyFervor ,Facebook, #Excitement #IgnitedSoul ,30.0,60.0,Uk,2021,4,18,14,Sunday,Afternoon,in the symphony of excitement each note is a burst of energy igniting the soul with fervor,Neutral,"['#Excitement', '#IgnitedSoul']"
"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ",2023-02-05 19:30:00, WrappedDelight ,Twitter, #Surprise #WonderfulMoment ,25.0,50.0,Australia,2023,2,5,19,Sunday,Evening,a surprise gift wrapped in anticipation unfolds a moment of delight and wonder,Neutral,"['#Surprise', '#WonderfulMoment']"
"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ",2018-09-22 12:45:00, MazeDiscovery ,Instagram, #Curiosity #TreasuresOfDiscovery ,22.0,45.0,India,2018,9,22,12,Saturday,Afternoon,lost in the maze of curiosity each twist and turn unveils the treasures of discovery,Neutral,"['#Curiosity', '#TreasuresOfDiscovery']"
"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ",2016-12-10 21:15:00, CloudsOfBlessings ,Facebook, #Gratitude #ShowerOfThankfulness ,28.0,55.0,Germany,2016,12,10,21,Saturday,Evening,floating on clouds of gratitude each raindrop a blessing a shower of thankfulness,Neutral,"['#Gratitude', '#ShowerOfThankfulness']"
"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ",2020-05-28 16:00:00, CometCreativity ,Twitter, #Inspiration #BrilliantTrails ,18.0,35.0,France,2020,5,28,16,Thursday,Afternoon,like a comet of inspiration streaking through the sky of creativity leaving trails of brilliance,Neutral,"['#Inspiration', '#BrilliantTrails']"
"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ",2017-11-15 22:30:00, FireworksTriumph ,Instagram, #Success #NightSkyTriumph ,22.0,45.0,Japan,2017,11,15,22,Wednesday,Evening,in the celebration of success fireworks of accomplishment light up the night sky of triumph,Positive,"['#Success', '#NightSkyTriumph']"
"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ",2021-08-02 19:00:00, LaughterSymphony ,Facebook, #Happiness #BoundlessLaughter ,30.0,60.0,Brazil,2021,8,2,19,Monday,Evening,a symphony of laughter each note a key to unlocking the door of boundless happiness,Positive,"['#Happiness', '#BoundlessLaughter']"
"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ",2019-03-28 15:30:00, EmotionCarnival ,Instagram, #Thrill #WildHeartRide ,35.0,70.0,South Africa,2019,3,28,15,Thursday,Afternoon,in the carnival of emotions the rollercoaster of thrill sends the heart on a wild ride,Neutral,"['#Thrill', '#WildHeartRide']"
"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ",2018-05-12 17:30:00, ParisDreamer ,Twitter, #Reflection #ParisianDreams ,28.0,55.0,France,2018,5,12,17,Saturday,Evening,standing before the grandeur of the eiffel tower a moment to reflect on the beauty of parisian dreams,Neutral,"['#Reflection', '#ParisianDreams']"
"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ",2022-09-28 15:45:00, DisneylandExplorer ,Instagram, #Enchantment #ChildhoodFantasies ,30.0,60.0,Usa,2022,9,28,15,Wednesday,Afternoon,lost in the enchantment of disneyland each ride a journey into the realm of childhood fantasies,Neutral,"['#Enchantment', '#ChildhoodFantasies']"
"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ",2019-11-10 14:00:00, FerrariSpeedster ,Facebook, #Excitement #SymphonyOfSpeed ,22.0,45.0,Italy,2019,11,10,14,Sunday,Afternoon,exploring the wonders of ferrari world the roar of engines creating a symphony of speed,Neutral,"['#Excitement', '#SymphonyOfSpeed']"
"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ",2021-04-02 18:20:00, KeukenhofAdventurer ,Instagram, #Joy #SpringtimeColors ,35.0,70.0,Netherlands,2021,4,2,18,Friday,Evening,amidst the tulip fields of keukenhof a tapestry of colors that paints the soul with springtime joy,Positive,"['#Joy', '#SpringtimeColors']"
"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ",2017-08-22 21:30:00, KyotoAdventurer ,Twitter, #Exploration #JapaneseTraditions ,18.0,35.0,Japan,2017,8,22,21,Tuesday,Evening,wandering through the historical streets of kyoto each step a journey into the heart of japans traditions,Neutral,"['#Exploration', '#JapaneseTraditions']"
"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ",2020-06-15 16:45:00, CanyonMarveler ,Instagram, #Awe #EarthsGrandeur ,25.0,50.0,Usa,2020,6,15,16,Monday,Afternoon,in the embrace of the grand canyon natures masterpiece a moment to marvel at earths grandeur,Positive,"['#Awe', '#EarthsGrandeur']"
"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ",2016-09-10 19:15:00, SantoriniTraveler ,Facebook, #Serenity #SunsetHues ,22.0,45.0,Greece,2016,9,10,19,Saturday,Evening,journeying through the serenity of santorini where each sunset paints the sky with hues of tranquility,Neutral,"['#Serenity', '#SunsetHues']"
"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization. ",2023-01-28 13:00:00, PetraExplorer ,Twitter, #Amazement #AncientTales ,30.0,60.0,Jordan,2023,1,28,13,Saturday,Afternoon,amazed by the architectural marvels of petra each stone telling tales of an ancient civilization,Neutral,"['#Amazement', '#AncientTales']"
"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city. ",2019-04-18 16:30:00, VeniceRomantic ,Instagram, #Romance #TimelessCity ,20.0,40.0,Italy,2019,4,18,16,Thursday,Afternoon,embarking on a gondola ride in venice each canal reflecting the romance of this timeless city,Neutral,"['#Romance', '#TimelessCity']"
"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations. ",2017-11-05 22:00:00, MachuPicchuAdventurer ,Facebook, #Awe #AncientCivilizations ,28.0,55.0,Peru,2017,11,5,22,Sunday,Evening,at the summit of machu picchu a breathtaking panorama that whispers the secrets of ancient civilizations,Positive,"['#Awe', '#AncientCivilizations']"
"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ",2022-07-20 21:45:00, TimesSquareExplorer ,Instagram, #Excitement #UrbanEnergy ,35.0,70.0,Usa,2022,7,20,21,Wednesday,Evening,in the heart of new york city times square dazzles with lights a vibrant spectacle of urban energy,Positive,"['#Excitement', '#UrbanEnergy']"
"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor. ",2018-03-15 17:30:00, ColosseumAdventurer ,Twitter, #Captivation #GladiatorTales ,25.0,50.0,Italy,2018,3,15,17,Thursday,Evening,captivated by the historical charm of the colosseum each stone echoing tales of gladiator valor,Neutral,"['#Captivation', '#GladiatorTales']"
"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise. ",2019-10-28 14:15:00, MaldivesSailor ,Facebook, #Serenity #ParadiseWhispers ,22.0,45.0,Maldives,2019,10,28,14,Monday,Afternoon,sailing the azure waters of the maldives each wave a whisper of serenity in paradise,Neutral,"['#Serenity', '#ParadiseWhispers']"
"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders. ",2021-06-10 16:00:00, AmazonExplorer ,Instagram, #Wonder #NatureOrchestra ,30.0,60.0,Brazil,2021,6,10,16,Thursday,Afternoon,in the midst of the amazon rainforest a symphony of wildlife creates an orchestra of natures wonders,Neutral,"['#Wonder', '#NatureOrchestra']"
"Walking the Great Wall of China, each step a testament to ancient engineering marvels. ",2017-08-18 19:30:00, GreatWallWalker ,Twitter, #Awe #EngineeringMarvels ,18.0,35.0,China,2017,8,18,19,Friday,Evening,walking the great wall of china each step a testament to ancient engineering marvels,Positive,"['#Awe', '#EngineeringMarvels']"
"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment. ",2020-04-15 05:30:00, FujiSummitAchiever ,Facebook, #Accomplishment #SunriseHues ,28.0,55.0,Japan,2020,4,15,5,Wednesday,Morning,at the summit of mount fuji a breathtaking sunrise that paints the sky with hues of accomplishment,Positive,"['#Accomplishment', '#SunriseHues']"
"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization. ",2016-11-22 13:00:00, AngkorWatAdventurer ,Instagram, #Exploration #KhmerStories ,20.0,40.0,Cambodia,2016,11,22,13,Tuesday,Afternoon,exploring the ancient ruins of angkor wat each stone whispering stories of khmer civilization,Negative,"['#Exploration', '#KhmerStories']"
"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks. ",2019-01-10 14:45:00, AlpsSkiAdventurer ,Twitter, #Adventure #SnowPeakDance ,22.0,45.0,Switzerland,2019,1,10,14,Thursday,Afternoon,skiing down the slopes of the swiss alps each turn a dance with the majesty of snowcapped peaks,Negative,"['#Adventure', '#SnowPeakDance']"
"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves. ",2023-02-28 16:20:00, KyotoBambooSeeker ,Facebook, #Tranquility #ZenWisdom ,25.0,50.0,Japan,2023,2,28,16,Tuesday,Afternoon,in the tranquility of kyotos bamboo forest whispers of ancient zen wisdom echo through the groves,Neutral,"['#Tranquility', '#ZenWisdom']"
"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur. ",2018-05-28 18:30:00, NorwayFjordExplorer ,Instagram, #Grandeur #IcyMasterpiece ,22.0,45.0,Norway,2018,5,28,18,Monday,Evening,cruising the fjords of norway each icy landscape a breathtaking masterpiece of natures grandeur,Positive,"['#Grandeur', '#IcyMasterpiece']"
"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion. ",2022-09-15 20:00:00, AdeleConcertGoer ,Instagram, #Emotion #AdeleConcert ,40.0,80.0,Usa,2022,9,15,20,Thursday,Evening,at the front row of adeles concert each note of someone like you resonates with soulstirring emotion,Neutral,"['#Emotion', '#AdeleConcert']"
"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move. ",2019-07-28 21:30:00, BeyonceDancer ,Twitter, #Energy #BeyonceConcert ,35.0,70.0,Usa,2019,7,28,21,Sunday,Evening,dancing under the stars at beyoncs live show feeling the power of single ladies in every move,Neutral,"['#Energy', '#BeyonceConcert']"
"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale. ",2021-05-10 19:45:00, SwiftieDreamer ,Facebook, #Enchantment #TaylorSwift ,30.0,60.0,Usa,2021,5,10,19,Monday,Evening,in the crowd of a taylor swift concert the lyrics of love story create an enchanting fairy tale,Positive,"['#Enchantment', '#TaylorSwift']"
"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ",2018-12-02 22:15:00, QueenTributeFan ,Instagram, #Nostalgia #QueenTribute ,22.0,45.0,Uk,2018,12,2,22,Sunday,Evening,rocking out to the guitar solos at a queen tribute concert a journey back in time with freddies spirit,Neutral,"['#Nostalgia', '#QueenTribute']"
"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments. ",2020-08-18 19:00:00, SheeranMelodyLover ,Twitter, #Serenity #EdSheeranConcert ,18.0,35.0,Uk,2020,8,18,19,Tuesday,Evening,swaying to ed sheerans acoustic melodies a serene evening filled with perfect moments,Positive,"['#Serenity', '#EdSheeranConcert']"
